,State Abbreviation,Average Household Income 2020/2021,"Percent Change in Household Income, 1984-2019","Average Yearly Percent Change in Household Income, 1984-2019",MinWage,City,"Percent Change in Housing Prices, 2000-2019","Average Yearly Percent Change in Housing Prices, 2000-2019",Average House Price 2020/2021,County Name,Violent Crime Total,Property Crime Total,Property Crime Per Capita,Violent Crime Per Capita,Total Crime Per Capita,State,County,TotalPop,Men,Women,VotingAgeCitizen,Employed,Hispanic,White,Black,Native,Asian,Pacific,Income,IncomePerCap,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
53,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Charleston,84.99456996794956,4.249728498397478,115246.95833333334,Franklin County,8.0,34.0,0.0137046695201232,0.0032103011797732,0.0169149706998965,Arkansas,Franklin County,17803.0,8674.0,9129.0,13611.0,6598.0,3.2,92.07,1.0,1.53,0.73,0.13,40954.67,19805.67,22.83,35.47,27.17,15.33,23.67,11.7,22.1,80.9,9.63,0.8,2.6,0.57,5.4,28.2,75.13,19.23,5.37,0.27,6.03
54,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Cherokee Village,39.595181658590256,1.9797590829295129,78402.75,Sharp County,6.5,77.0,0.0165449167746091,0.0013960715860734,0.0179409883606826,Arkansas,Sharp County,17041.0,8336.0,8705.0,13330.0,5867.0,2.47,93.4,0.35,0.48,0.38,0.0,31478.75,19475.5,23.25,35.83,26.58,22.88,21.32,13.92,15.25,78.58,13.28,0.0,0.9,2.17,5.02,26.45,73.62,13.77,12.6,0.0,6.75
55,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Cherry Valley,50.06457580461454,2.503228790230727,51051.125,Cross County,1.0,6.5,0.0113354228121927,0.0017530113077679,0.0130884341199606,Arkansas,Cross County,17164.0,8323.0,8841.0,12986.0,7242.0,1.45,73.95,21.88,0.08,0.15,0.0,41327.17,21959.17,18.0,25.97,26.25,15.12,24.08,15.47,19.08,79.17,12.6,0.37,2.43,1.4,4.03,25.05,73.35,19.47,6.7,0.48,6.88
56,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Clinton,74.898699020611,3.74493495103055,104583.75,Van Buren County,4.0,52.0,0.0208178346357045,0.0016009714119113,0.0224188060476158,Arkansas,Van Buren County,16751.0,8356.0,8395.0,13264.0,5646.0,2.9,93.74,0.34,0.54,0.12,0.0,34237.0,20333.0,19.44,28.1,26.2,16.64,25.7,17.14,14.38,82.02,10.64,0.0,2.1,1.62,3.62,27.76,75.08,12.7,12.2,0.0,7.98
57,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Conway,59.719260411000455,2.985963020550023,180188.25,Faulkner County,349.0,1922.5,0.0279397892205693,0.0050725372939807,0.03301232651455,Arkansas,Faulkner County,121282.0,59387.0,61895.0,90208.0,57306.0,4.51,80.26,11.98,0.3,0.98,0.11,51082.72,24983.72,17.17,19.28,34.42,18.31,24.83,10.7,11.74,82.43,10.14,0.14,2.3,1.67,3.33,23.96,77.82,15.99,6.03,0.15,5.19
58,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Cotter,115.77531025831347,5.788765512915673,142349.9583333333,Baxter County,2.0,15.5,0.0162944037105784,0.0020997658843706,0.0183941695949491,Arkansas,Baxter County,41093.0,19857.0,21236.0,33597.0,15926.0,2.16,95.08,0.16,0.61,0.37,0.03,39737.89,24875.56,12.77,17.81,30.54,19.54,22.57,9.79,17.54,83.94,9.16,0.37,2.56,0.63,3.37,16.38,78.74,12.24,8.84,0.17,6.17
59,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Crossett,36.13543522083684,1.806771761041842,64859.33333333333,Ashley County,35.0,135.0,0.0288307513865925,0.0074900857700217,0.0363208371566142,Arkansas,Ashley County,20771.0,10126.0,10645.0,15544.0,7905.0,3.79,68.96,25.94,0.23,0.0,0.0,39066.57,20973.86,19.23,29.47,26.93,18.06,18.54,13.53,22.89,85.91,7.43,0.14,2.06,2.61,1.81,20.04,79.26,17.57,2.5,0.64,10.14
60,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Decatur,86.68662385330114,4.334331192665057,154489.2916666667,Benton County,16.5,42.5,0.0236041705225492,0.0091638904312419,0.0327680609537911,Arkansas,Benton County,251823.0,124632.0,127191.0,165781.0,119813.0,15.98,74.89,1.45,1.42,3.47,0.46,62364.84,30986.78,11.03,15.03,36.61,13.83,26.13,8.74,14.69,84.94,8.57,0.14,1.66,0.79,3.9,20.25,85.73,8.18,5.99,0.1,3.24
61,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Diamond City,61.042165822585034,3.052108291129252,90331.70833333333,Boone County,0.5,6.0,0.0074750856358481,0.0006226650062266,0.0080977506420747,Arkansas,Boone County,37212.0,18198.0,19014.0,28675.0,15773.0,2.43,94.07,0.41,1.07,0.46,0.07,40544.57,21905.57,16.69,24.63,29.76,19.94,24.84,9.43,16.04,83.1,10.63,0.1,1.2,1.56,3.43,18.89,78.41,13.33,7.91,0.31,5.96
62,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Dover,78.31429153914843,3.9157145769574213,133990.06818181818,Pope County,5.5,26.0,0.0179556141469659,0.0037988300146891,0.0217544441616551,Arkansas,Pope County,63372.0,31373.0,31999.0,46772.0,27026.0,6.71,86.85,2.7,0.35,1.1,0.0,42910.0,22379.09,19.1,24.51,30.81,17.54,22.34,11.81,17.49,84.19,9.02,0.11,2.12,1.55,2.99,19.29,79.33,14.07,6.46,0.14,7.17
63,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Dumas,69.35961631708571,3.4679808158542853,64324.291666666664,Desha County,29.5,44.0,0.0112038801858705,0.0074802674902844,0.0186841476761549,Arkansas,Desha County,12094.0,5547.0,6547.0,8774.0,4440.0,6.04,44.82,48.04,0.22,0.08,0.0,29086.6,17714.6,34.42,51.64,26.9,17.44,21.72,16.12,17.84,84.52,9.92,0.12,2.06,2.04,1.32,20.38,68.56,27.18,4.26,0.0,13.24
64,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Earle,47.785560576202755,2.389278028810138,50176.70833333333,Crittenden County,16.0,47.0,0.021799628942486,0.0074211502782931,0.0292207792207792,Arkansas,Crittenden County,49278.0,23303.0,25975.0,35076.0,20282.0,2.72,37.27,54.74,0.27,0.53,0.08,42754.0,19723.25,25.1,37.53,26.29,21.03,22.69,10.78,19.21,80.09,11.11,0.24,2.56,2.26,3.76,19.6,78.09,16.1,5.72,0.11,10.18
65,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Elkins,68.69533225365474,3.434766612682737,177282.7916666667,Madison County,9.0,19.0,0.0050291159343568,0.0023822128110111,0.0074113287453679,Arkansas,Madison County,15907.0,8005.0,7902.0,11851.0,6557.0,4.95,90.52,0.05,1.1,0.42,0.42,44073.5,23232.0,17.98,22.12,29.4,14.92,19.55,14.4,21.72,80.62,12.25,0.42,1.65,1.17,3.88,31.98,74.2,14.4,11.38,0.05,4.88
66,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Eureka Springs,66.29678123962732,3.314839061981366,196201.6666666667,Carroll County,11.0,73.0,0.0345971563981042,0.00521327014218,0.0398104265402843,Arkansas,Carroll County,27782.0,13634.0,14148.0,20196.0,11400.0,12.28,82.86,0.48,0.62,1.2,0.46,39950.8,21984.8,15.9,24.42,28.96,18.76,21.74,10.66,19.9,78.24,10.18,0.0,4.7,0.46,6.42,19.44,76.12,13.22,10.52,0.14,4.72
67,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Fairfield Bay,43.2092901217813,2.160464506089065,84912.41666666667,Van Buren County,8.5,41.5,0.0191372566866253,0.0039154707454025,0.0230527274320279,Arkansas,Van Buren County,16751.0,8356.0,8395.0,13264.0,5646.0,2.9,93.74,0.34,0.54,0.12,0.0,34237.0,20333.0,19.44,28.1,26.2,16.64,25.7,17.14,14.38,82.02,10.64,0.0,2.1,1.62,3.62,27.76,75.08,12.7,12.2,0.0,7.98
68,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Farmington,80.55687815339556,4.027843907669778,212062.7083333333,Washington County,19.0,70.0,0.0091451259219881,0.0024787744649529,0.0116239003869411,Arkansas,Washington County,223683.0,111839.0,111844.0,150386.0,106905.0,15.68,73.65,3.04,0.82,2.18,1.66,49436.06,26141.66,18.79,21.41,36.41,16.49,22.58,10.01,14.5,79.83,12.09,0.62,2.62,1.26,3.57,21.82,79.16,14.98,5.74,0.13,5.05
69,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Fayetteville,86.99902338876969,4.3499511694384845,247598.125,Washington County,536.5,4500.0,0.0498651293411588,0.0059409004152763,0.0558060297564352,Arkansas,Washington County,223683.0,111839.0,111844.0,150386.0,106905.0,15.68,73.65,3.04,0.82,2.18,1.66,49436.06,26141.66,18.79,21.41,36.41,16.49,22.58,10.01,14.5,79.83,12.09,0.62,2.62,1.26,3.57,21.82,79.16,14.98,5.74,0.13,5.05
70,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Fort Smith,42.947896470899494,2.1473948235449747,128199.66666666667,Sebastian County,1013.5,4893.5,0.0556136027148051,0.0115179877161687,0.0671315904309738,Arkansas,Sebastian County,127362.0,62180.0,65182.0,89587.0,55376.0,14.54,68.72,7.23,1.13,4.57,0.02,42495.62,23899.19,22.94,32.62,28.61,18.41,24.02,9.68,19.28,81.43,12.28,0.44,1.93,1.77,2.16,18.17,85.7,9.7,4.4,0.2,5.31
71,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Gassville,66.7869018300621,3.3393450915031053,110138.29166666666,Baxter County,4.0,48.0,0.0220609861847587,0.001838679632788,0.0238996658175468,Arkansas,Baxter County,41093.0,19857.0,21236.0,33597.0,15926.0,2.16,95.08,0.16,0.61,0.37,0.03,39737.89,24875.56,12.77,17.81,30.54,19.54,22.57,9.79,17.54,83.94,9.16,0.37,2.56,0.63,3.37,16.38,78.74,12.24,8.84,0.17,6.17
72,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Gentry,81.73106689253684,4.086553344626842,166889.20833333334,Benton County,18.5,16.0,0.0038420149981504,0.0043934825267844,0.0082354975249349,Arkansas,Benton County,251823.0,124632.0,127191.0,165781.0,119813.0,15.98,74.89,1.45,1.42,3.47,0.46,62364.84,30986.78,11.03,15.03,36.61,13.83,26.13,8.74,14.69,84.94,8.57,0.14,1.66,0.79,3.9,20.25,85.73,8.18,5.99,0.1,3.24
73,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Gillett,128.43402571545687,6.421701285772843,94884.16666666666,Arkansas County,1.0,4.5,0.0065856777493606,0.0014705882352941,0.0080562659846547,Arkansas,Arkansas County,18352.0,8785.0,9567.0,13982.0,7920.0,2.26,72.88,24.02,0.02,0.01,0.0,40275.25,24407.62,19.6,25.1,28.61,14.52,23.08,9.26,24.59,82.54,10.49,0.01,2.8,1.51,2.65,16.26,74.88,15.68,8.66,0.73,8.2
74,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Glenwood,40.41060852098332,2.0205304260491657,108298.70833333334,Pike County,6.0,30.0,0.01434034416826,0.002868068833652,0.017208413001912,Arkansas,Pike County,10893.0,5415.0,5478.0,8161.0,4466.0,6.0,88.7,2.23,0.53,0.6,0.0,37730.33,20645.33,16.27,20.77,27.77,17.8,19.1,18.0,17.3,80.47,13.17,0.53,1.5,2.47,1.83,28.07,73.13,17.57,9.03,0.27,4.87
75,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Gravette,110.81806635678726,5.540903317839363,189794.7916666667,Benton County,19.5,42.0,0.0116790608096278,0.0054179452446115,0.0170970060542393,Arkansas,Benton County,251823.0,124632.0,127191.0,165781.0,119813.0,15.98,74.89,1.45,1.42,3.47,0.46,62364.84,30986.78,11.03,15.03,36.61,13.83,26.13,8.74,14.69,84.94,8.57,0.14,1.66,0.79,3.9,20.25,85.73,8.18,5.99,0.1,3.24
76,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Green Forest,52.66372156350908,2.633186078175454,106045.83333333334,Carroll County,36.0,43.5,0.0151750901199146,0.0126131096888104,0.027788199808725,Arkansas,Carroll County,27782.0,13634.0,14148.0,20196.0,11400.0,12.28,82.86,0.48,0.62,1.2,0.46,39950.8,21984.8,15.9,24.42,28.96,18.76,21.74,10.66,19.9,78.24,10.18,0.0,4.7,0.46,6.42,19.44,76.12,13.22,10.52,0.14,4.72
77,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Greenbrier,78.46558876569993,3.9232794382849967,181457.125,Faulkner County,1.0,14.0,0.0024225644575186,0.0001730403183941,0.0025956047759127,Arkansas,Faulkner County,121282.0,59387.0,61895.0,90208.0,57306.0,4.51,80.26,11.98,0.3,0.98,0.11,51082.72,24983.72,17.17,19.28,34.42,18.31,24.83,10.7,11.74,82.43,10.14,0.14,2.3,1.67,3.33,23.96,77.82,15.99,6.03,0.15,5.19
78,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Greenwood,54.49615853297416,2.7248079266487077,157363.25,Sebastian County,16.0,40.0,0.0042394498281133,0.0016948502864282,0.0059343001145416,Arkansas,Sebastian County,127362.0,62180.0,65182.0,89587.0,55376.0,14.54,68.72,7.23,1.13,4.57,0.02,42495.62,23899.19,22.94,32.62,28.61,18.41,24.02,9.68,19.28,81.43,12.28,0.44,1.93,1.77,2.16,18.17,85.7,9.7,4.4,0.2,5.31
79,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Greers Ferry,43.161978435586256,2.1580989217793127,164808.29166666666,Cleburne County,0.0,6.0,0.0070011668611435,0.0,0.0070011668611435,Arkansas,Cleburne County,25361.0,12494.0,12867.0,20196.0,10142.0,2.36,95.03,0.59,0.86,0.6,0.0,41748.14,26442.71,15.36,23.83,26.7,19.5,20.73,14.47,18.64,80.26,12.07,0.0,1.07,1.37,5.24,27.34,77.0,12.83,9.91,0.23,5.57
80,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Gurdon,12.017565460067301,0.600878273003365,54990.66666666667,Clark County,23.5,29.0,0.0140567494606797,0.0114051798323686,0.0254619292930483,Arkansas,Clark County,22495.0,10697.0,11798.0,17814.0,10291.0,4.58,68.9,23.9,0.3,0.72,0.0,38455.6,20337.0,22.04,29.3,33.36,20.66,23.8,7.84,14.34,79.06,12.64,0.42,3.5,0.78,3.66,21.4,75.32,19.12,5.34,0.24,4.28
81,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Hackett,46.5790003552615,2.328950017763075,132804.91666666666,Sebastian County,1.0,3.5,0.0041190886228581,0.0011813682938334,0.0053004569166915,Arkansas,Sebastian County,127362.0,62180.0,65182.0,89587.0,55376.0,14.54,68.72,7.23,1.13,4.57,0.02,42495.62,23899.19,22.94,32.62,28.61,18.41,24.02,9.68,19.28,81.43,12.28,0.44,1.93,1.77,2.16,18.17,85.7,9.7,4.4,0.2,5.31
82,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Hamburg,64.9702993430808,3.2485149671540396,79184.08333333334,Ashley County,6.5,26.5,0.0104714299225039,0.0025669769106523,0.0130384068331562,Arkansas,Ashley County,20771.0,10126.0,10645.0,15544.0,7905.0,3.79,68.96,25.94,0.23,0.0,0.0,39066.57,20973.86,19.23,29.47,26.93,18.06,18.54,13.53,22.89,85.91,7.43,0.14,2.06,2.61,1.81,20.04,79.26,17.57,2.5,0.64,10.14
83,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Hardy,75.78884091168044,3.789442045584022,81422.70833333334,Sharp County,2.0,14.0,0.0183968462549277,0.0026281208935611,0.0210249671484888,Arkansas,Sharp County,17041.0,8336.0,8705.0,13330.0,5867.0,2.47,93.4,0.35,0.48,0.38,0.0,31478.75,19475.5,23.25,35.83,26.58,22.88,21.32,13.92,15.25,78.58,13.28,0.0,0.9,2.17,5.02,26.45,73.62,13.77,12.6,0.0,6.75
84,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Harrisburg,62.25587518073329,3.1127937590366646,82783.95833333333,Poinsett County,12.5,32.0,0.0138942254250065,0.0054448449187349,0.0193390703437415,Arkansas,Poinsett County,24098.0,11808.0,12290.0,18241.0,9492.0,2.9,86.67,6.03,0.13,0.09,0.0,37163.71,18861.43,21.2,34.23,26.3,17.76,20.21,15.39,20.36,83.0,11.41,0.03,1.83,0.69,3.06,23.29,81.16,12.1,6.69,0.06,5.69
85,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Harrison,49.172715632865476,2.458635781643274,138056.03787878787,Boone County,39.0,249.5,0.0190029717419922,0.0029720669250036,0.0219750386669959,Arkansas,Boone County,37212.0,18198.0,19014.0,28675.0,15773.0,2.43,94.07,0.41,1.07,0.46,0.07,40544.57,21905.57,16.69,24.63,29.76,19.94,24.84,9.43,16.04,83.1,10.63,0.1,1.2,1.56,3.43,18.89,78.41,13.33,7.91,0.31,5.96
86,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Haskell,61.693533091060445,3.0846766545530224,145141.1893939394,Saline County,8.5,45.5,0.0097109401000232,0.001812271767822,0.0115232118678453,Arkansas,Saline County,116252.0,57280.0,58972.0,86881.0,55741.0,4.34,86.81,5.56,0.32,1.08,0.12,60899.43,28567.0,8.21,10.78,35.29,15.21,26.82,10.5,12.17,86.06,9.22,0.05,0.48,1.13,3.04,26.92,79.37,15.99,4.6,0.06,4.23
87,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Heber Springs,56.36428842736411,2.8182144213682054,164876.9696969697,Cleburne County,35.0,240.0,0.0349020798927904,0.0050900012182906,0.039992081111081,Arkansas,Cleburne County,25361.0,12494.0,12867.0,20196.0,10142.0,2.36,95.03,0.59,0.86,0.6,0.0,41748.14,26442.71,15.36,23.83,26.7,19.5,20.73,14.47,18.64,80.26,12.07,0.0,1.07,1.37,5.24,27.34,77.0,12.83,9.91,0.23,5.57
88,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Highfill,127.86225331104303,6.3931126655521515,200447.625,Benton County,3.5,3.5,0.004936425436292,0.004936425436292,0.0098728508725841,Arkansas,Benton County,251823.0,124632.0,127191.0,165781.0,119813.0,15.98,74.89,1.45,1.42,3.47,0.46,62364.84,30986.78,11.03,15.03,36.61,13.83,26.13,8.74,14.69,84.94,8.57,0.14,1.66,0.79,3.9,20.25,85.73,8.18,5.99,0.1,3.24
89,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Highland,53.75531819799928,2.687765909899964,88168.5,Sharp County,4.5,22.5,0.0202334249597466,0.0040431266846361,0.0242765516443827,Arkansas,Sharp County,17041.0,8336.0,8705.0,13330.0,5867.0,2.47,93.4,0.35,0.48,0.38,0.0,31478.75,19475.5,23.25,35.83,26.58,22.88,21.32,13.92,15.25,78.58,13.28,0.0,0.9,2.17,5.02,26.45,73.62,13.77,12.6,0.0,6.75
90,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Hot Springs,57.50060931558353,2.8750304657791768,176579.0,Garland County,228.0,2121.0,0.0544390672464976,0.0058540566768304,0.0602931239233281,Arkansas,Garland County,97994.0,47269.0,50725.0,76141.0,39800.0,6.11,78.88,10.98,0.61,0.71,0.01,39145.7,24462.7,22.38,34.2,30.08,23.77,25.37,10.42,10.38,77.41,12.68,0.54,2.42,1.82,5.12,21.04,79.91,12.08,7.62,0.36,10.14
91,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Hoxie,57.290698331338874,2.8645349165669436,55359.20833333333,Lawrence County,12.0,16.0,0.0062274604494715,0.0046693462415623,0.0108968066910338,Arkansas,Lawrence County,16777.0,8285.0,8492.0,12943.0,6448.0,1.3,95.45,1.07,0.53,0.07,0.02,36229.67,18967.17,19.58,23.45,28.45,18.07,22.7,13.27,17.53,81.77,11.57,0.23,3.88,1.37,1.22,25.1,73.48,19.65,6.67,0.22,7.78
92,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Jacksonville,29.839248936796203,1.49196244683981,116035.66666666666,Pulaski County,342.0,1305.5,0.0461493453744683,0.0120893433036821,0.0582386886781504,Arkansas,Pulaski County,392848.0,188310.0,204538.0,287896.0,182512.0,5.97,49.86,39.58,0.2,1.79,0.03,50102.21,28252.27,19.26,26.34,37.27,19.01,25.17,7.27,11.29,81.83,10.16,1.83,1.54,1.42,3.2,20.26,75.67,19.53,4.55,0.26,6.99
93,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Johnson,78.60552743639148,3.9302763718195743,221634.125,Washington County,9.5,96.0,0.02529581485796,0.0025018697277963,0.0277976845857564,Arkansas,Washington County,223683.0,111839.0,111844.0,150386.0,106905.0,15.68,73.65,3.04,0.82,2.18,1.66,49436.06,26141.66,18.79,21.41,36.41,16.49,22.58,10.01,14.5,79.83,12.09,0.62,2.62,1.26,3.57,21.82,79.16,14.98,5.74,0.13,5.05
94,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Jonesboro,59.690618249607056,2.984530912480353,164550.93333333335,Craighead County,615.0,2636.5,0.0327946720982018,0.0076478354187346,0.0404425075169364,Arkansas,Craighead County,104246.0,50774.0,53472.0,75467.0,48216.0,5.36,76.54,13.67,0.2,1.04,0.15,46445.94,24690.41,20.1,27.62,33.12,17.79,22.16,9.98,16.94,80.65,12.0,0.26,2.71,0.79,3.58,18.06,79.58,13.85,6.38,0.18,6.69
95,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Judsonia,53.07664446546069,2.6538322232730343,105048.70833333333,White County,12.0,34.0,0.0170768458061275,0.0060271220492214,0.023103967855349,Arkansas,White County,78706.0,38653.0,40053.0,58682.0,32331.0,4.18,88.71,3.7,0.27,0.62,0.05,43785.15,22559.92,17.58,20.42,32.56,18.26,20.58,11.78,16.81,82.58,10.79,0.05,2.65,0.89,3.03,23.61,79.75,13.84,5.92,0.51,6.31
96,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Lake City,73.14923119768993,3.6574615598844966,108382.5,Craighead County,2.5,18.0,0.0064822325727444,0.0009073424743562,0.0073895750471006,Arkansas,Craighead County,104246.0,50774.0,53472.0,75467.0,48216.0,5.36,76.54,13.67,0.2,1.04,0.15,46445.94,24690.41,20.1,27.62,33.12,17.79,22.16,9.98,16.94,80.65,12.0,0.26,2.71,0.79,3.58,18.06,79.58,13.85,6.38,0.18,6.69
97,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Lakeview,1.2727727779921494,0.06363863889960747,88038.27083333334,Baxter County,5.0,10.0,0.0139275766016713,0.0069637883008356,0.0208913649025069,Arkansas,Baxter County,41093.0,19857.0,21236.0,33597.0,15926.0,2.16,95.08,0.16,0.61,0.37,0.03,39737.89,24875.56,12.77,17.81,30.54,19.54,22.57,9.79,17.54,83.94,9.16,0.37,2.56,0.63,3.37,16.38,78.74,12.24,8.84,0.17,6.17
98,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Lakeview,1.2727727779921494,0.06363863889960747,88038.27083333334,Phillips County,5.0,10.0,0.0139275766016713,0.0069637883008356,0.0208913649025069,Arkansas,Phillips County,19518.0,9210.0,10308.0,14300.0,6718.0,1.77,30.67,66.22,0.02,0.08,0.0,25718.67,16330.67,36.13,54.78,24.62,22.02,23.3,9.43,20.63,74.52,18.15,0.13,3.13,2.07,2.0,17.68,69.12,24.68,6.1,0.1,17.3
99,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Lavaca,55.36807904384114,2.768403952192057,131564.70833333334,Sebastian County,3.0,22.0,0.0089686098654708,0.0012229922543823,0.0101916021198532,Arkansas,Sebastian County,127362.0,62180.0,65182.0,89587.0,55376.0,14.54,68.72,7.23,1.13,4.57,0.02,42495.62,23899.19,22.94,32.62,28.61,18.41,24.02,9.68,19.28,81.43,12.28,0.44,1.93,1.77,2.16,18.17,85.7,9.7,4.4,0.2,5.31
100,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Lincoln,70.6768812376095,3.533844061880475,158380.375,Washington County,6.5,48.0,0.019222839494693,0.0026039378748711,0.0218267773695642,Arkansas,Washington County,223683.0,111839.0,111844.0,150386.0,106905.0,15.68,73.65,3.04,0.82,2.18,1.66,49436.06,26141.66,18.79,21.41,36.41,16.49,22.58,10.01,14.5,79.83,12.09,0.62,2.62,1.26,3.57,21.82,79.16,14.98,5.74,0.13,5.05
101,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Little Flock,105.84788444431597,5.2923942222157985,311975.0833333334,Benton County,11.0,36.5,0.0129047945588893,0.0038981281188023,0.0168029226776917,Arkansas,Benton County,251823.0,124632.0,127191.0,165781.0,119813.0,15.98,74.89,1.45,1.42,3.47,0.46,62364.84,30986.78,11.03,15.03,36.61,13.83,26.13,8.74,14.69,84.94,8.57,0.14,1.66,0.79,3.9,20.25,85.73,8.18,5.99,0.1,3.24
102,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Little Rock,48.6724460498581,2.433622302492905,164077.0416666667,Pulaski County,3874.0,10118.5,0.0511065845107708,0.0195666834971597,0.0706732680079305,Arkansas,Pulaski County,392848.0,188310.0,204538.0,287896.0,182512.0,5.97,49.86,39.58,0.2,1.79,0.03,50102.21,28252.27,19.26,26.34,37.27,19.01,25.17,7.27,11.29,81.83,10.16,1.83,1.54,1.42,3.2,20.26,75.67,19.53,4.55,0.26,6.99
103,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Lonoke,40.704215443358315,2.0352107721679156,128941.95833333334,Lonoke County,48.5,150.0,0.0360110095914834,0.0116413989785932,0.0476524085700766,Arkansas,Lonoke County,71568.0,35222.0,36346.0,52084.0,32577.0,4.37,83.11,9.49,0.36,0.65,0.06,54979.12,25225.81,13.01,18.13,34.22,15.94,22.73,12.34,14.76,86.66,7.54,0.16,2.35,0.8,2.46,26.14,76.87,17.93,5.08,0.12,5.08
104,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Lowell,74.56760287245129,3.7283801436225645,228059.2083333333,Benton County,26.5,137.5,0.0137715847806578,0.0026487271224403,0.0164203119030982,Arkansas,Benton County,251823.0,124632.0,127191.0,165781.0,119813.0,15.98,74.89,1.45,1.42,3.47,0.46,62364.84,30986.78,11.03,15.03,36.61,13.83,26.13,8.74,14.69,84.94,8.57,0.14,1.66,0.79,3.9,20.25,85.73,8.18,5.99,0.1,3.24
105,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Magnolia,51.01578833352774,2.5507894166763867,106271.58333333334,Columbia County,59.0,376.0,0.0329162052932832,0.0051663036744662,0.0380825089677495,Arkansas,Columbia County,23992.0,11498.0,12494.0,18421.0,9877.0,2.52,57.84,37.22,0.24,0.72,0.0,38621.2,20034.2,25.32,33.48,27.32,18.5,21.82,11.02,21.34,88.26,6.32,0.08,3.1,0.46,1.78,18.3,79.12,15.9,4.98,0.02,10.84
106,AR,51966.0,48.058302167119216,1.3349528379755338,11.0,Malvern,33.82867423672833,1.6914337118364167,89011.16666666666,Hot Spring County,103.5,461.5,0.0424317964668548,0.0095109590764875,0.0519427555433423,Arkansas,Hot Spring County,33480.0,17294.0,16186.0,26167.0,13378.0,3.93,79.24,13.84,0.3,0.23,0.0,40192.0,20501.29,16.1,19.96,29.57,19.91,22.04,13.56,14.91,83.8,12.03,0.51,1.86,0.47,1.33,25.67,77.97,16.24,5.5,0.29,6.19
